league,game,half,timestamp,type,anonymized,predicted_res_0
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,2017,soccer-ball,[PLAYER] ([TEAM]) smoothly converts the penalty with a beautiful low drive into the left side of the net.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1963,,[PLAYER] ([TEAM]) is heading towards the penalty spot to take it.,"[PLAYER] ([TEAM]) is awarded a yellow card for his tackle. He doesn't seem to agree with the decision, but he need not complain as the referee's decision is spot on."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1953,penalty,[PLAYER] ([TEAM]) carelessly slides into the feet of his opponent and he'll be lucky to avoid punishment. [REFEREE] blows for the foul but keeps his cards in his pocket on this occasion. [TEAM] are awarded a penalty kick!,[PLAYER] ([TEAM]) commits a rough challenge and [REFEREE] blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1914,,"[PLAYER] pulls off a superb save! He leapt to block the shot [PLAYER] ([TEAM]) fired on target after a rebound. His effort from inside the box flew straight towards the bottom left corner, but was stopped by the goalkeeper.",[PLAYER] pulls off a great save to deny [PLAYER] ([TEAM]) who makes himself some space inside the box and unleashes a quick low drive to the middle of the goal.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1866,,"[PLAYER] doesn't have to worry about this one. [PLAYER] plays a pass into the feet of [PLAYER] ([TEAM]), who is unable to find the target as his effort from inside the box goes well wide of the right post.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence. [TEAM] will have a point-blank range opportunity to score.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1854,corner,Nothing comes of the resulting corner from [PLAYER] ([TEAM]). The defence is alert and manages to cut it out.,"The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1816,,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1805,corner,"[PLAYER] ([TEAM]) sends a wonderful cross from the corner kick. However, the defence works perfectly to clear the ball and avert the threat.","The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1756,,[PLAYER] ([TEAM]) produces a dangerous lofted cross into the box which is intercepted. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM].,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1695,,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a free kick, but the defence is well positioned and clears the ball away from danger.",[PLAYER] ([TEAM]) whips in the resulting set piece but it's cleared.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1655,,[PLAYER] ([TEAM]) should know this behaviour is beyond the rules. He was too careless with his challenge and left [REFEREE] no option but to blow his whistle. A free kick to [TEAM].,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1616,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,"[PLAYER] ([TEAM]) sends a cross into the box, but it's too short and there's no one in the area to connect with it."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1555,,"[PLAYER] ([TEAM]) gets his head on the corner, but he can't find the target as his header flies high over the crossbar.","[PLAYER] ([TEAM]) will try to find the head of one of his teammates inside the box, but a defender steps in to avert the danger. [TEAM] force a corner. Their opponents will face another attacking threat."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1545,corner,[PLAYER] ([TEAM]) is about to take a corner kick.,[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1537,,"[PLAYER] ([TEAM]) dinks a cross into the box in an attempt to find one of his teammates, but the defence manages to clear. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates in the box, but the opposition's defence is alert and averts the threat. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1481,,"A cross from the free kick is whipped in by [PLAYER] ([TEAM]), but one of the defenders steps in and averts the threat.","[PLAYER] ([TEAM]) whips the ball into the box from the free kick, but it's cleared."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1434,,[PLAYER] ([TEAM]) was too forceful with his tackle and [REFEREE] interrupted the game to signal a free kick. [TEAM] have a free kick.,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul. [TEAM] have a free kick from a promising distance.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1422,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is off of the pitch and it's a goal kick for [TEAM].
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1376,,"[PLAYER] ([TEAM]) sends a long ball in, but [PLAYER] comfortably gathers the ball.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman raises his flag for offside.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1256,corner,"[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1235,,"[PLAYER] ([TEAM]) sprays a pass out to [PLAYER], but he can't beat his man to get to the ball. The linesman makes the right call and [TEAM] will have a corner.","[PLAYER] ([TEAM]) takes the corner kick and sends a lovely ball into the penalty area, but the opposition's defence is ready and knocks the ball to safety. The ball goes out of play and [TEAM] have been awarded a corner kick."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1209,corner,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away.","[PLAYER] ([TEAM]) swings in a dangerous cross from the resulting corner kick, but none of his teammates manage to outjump the defence."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1182,,"[PLAYER] ([TEAM]) attempts to send over a cross in order to find one of his teammates, but an opposition defender averts the danger by intercepting the effort. [TEAM] will have a chance to score from a corner kick.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. [TEAM] force a corner. They send men into the box."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1176,corner,[PLAYER] ([TEAM]) takes the resulting corner which is well defended.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1149,,"[PLAYER] ([TEAM]) makes a good run inside the box to meet a precise cross. He latches on to it and shoots, but the goalkeeper pulls off an excellent save. [TEAM] force a corner. Their opponents will face another attacking threat.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly deals with it. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,1057,,[PLAYER] ([TEAM]) commits a rough challenge and [REFEREE] blows his whistle for a foul.,[REFEREE] blows for a foul after [PLAYER] ([TEAM]) was too aggressive in the battle for the ball.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,982,,"[PLAYER] ([TEAM]) gets a shot away from distance, but wasn't really set to take it and fires well wide of the left post.",[PLAYER] ([TEAM]) receives a precise pass and has a shot from the edge of the box. It goes just over the bar. The ball goes out of play and [TEAM] will have a goal kick.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,934,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player.",[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,782,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,762,,A cross from [PLAYER] ([TEAM]) fails to reach the box as the defence clears the ball away to safety. The ball goes out for a corner. [TEAM] can continue in their attacking effort.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. The ball goes out of play. [TEAM] will have a goal kick."
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,715,,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The referee and the linesman both signal a throw-in for [TEAM].",[PLAYER] ([TEAM]) fails to pick a body out in the box with an over-hit cross to the back post. The ball is out of play. [TEAM] will take a throw-in on the right flank.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,672,corner,[PLAYER] ([TEAM]) takes the corner but it's cleared.,The corner from [PLAYER] ([TEAM]) is cleared away by the defence.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,645,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. Corner kick. [TEAM] will have an opportunity.,[PLAYER] ([TEAM]) wastes a good opportunity as his pass into the box is blocked. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.
spain_laliga_2015-2016,2016-03-02 - 23-00 Levante 1 - 3 Real Madrid,1,604,,[PLAYER] ([TEAM]) blasts the ball high over the crossbar.,"[PLAYER] ([TEAM]) receives a pass and decides to shoot before the goal, but his effort from the edge of the box goes high over the bar."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2643,,"[PLAYER] ([TEAM]) decides to have a shot at goal from the free kick, but it hits the defensive wall.","[PLAYER] ([TEAM]) whips the ball into the box from the free kick, but it's cleared."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2573,,Poor challenge! [PLAYER] ([TEAM]) is penalised for tripping and [REFEREE] blows his whistle. [TEAM] win a free kick. It's a promising situation for a direct shot.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2501,,"[PLAYER] ([TEAM]) picks up a long through ball, but [PLAYER] deserves praise for a brilliant reaction and interception.","[PLAYER] ([TEAM]) receives a precise low pass inside the box, but his shot is blocked by one of the defending players. The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2394,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2313,,What a chance! The ball rebounds out to [PLAYER] ([TEAM]) and his strike from the edge of the box goes narrowly wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM].,[PLAYER] ([TEAM]) receives a precise low pass inside the box and unleashes a shot that goes just wide of the right post. The ball goes out of play and [TEAM] will have a goal kick.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2237,,[PLAYER] ([TEAM]) brings an opponent down and [REFEREE] interrupts the game. [TEAM] are awarded a free kick.,[PLAYER] ([TEAM]) makes a rough challenge and [REFEREE] blows his whistle for a foul. [TEAM] win a free kick. It's a promising situation for a direct shot.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2112,,"[TEAM] keep possession of the ball by producing one-two passes, but an opponent steps in and wins the ball.","[PLAYER] ([TEAM]) is clearly asking for a yellow card for one of his opponents, but [REFEREE] says otherwise and shows him a red one."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,2057,y-card,A yellow card for a tackle by [PLAYER] ([TEAM]). [REFEREE] doesn't hesitate at all to make this decision.,"[PLAYER] ([TEAM]) sees a yellow card from [REFEREE], but he doesn't complain this time."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1915,substitution,Here is a change. [PLAYER] is going off and [COACH] gives the last tactical orders to [PLAYER] ([TEAM]).,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1906,substitution,We are about to witness a subsitution. [PLAYER] ([TEAM]) for [PLAYER].,The referee signals that it is time for a substitution and [PLAYER] ([TEAM]) will come on for [PLAYER].
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1762,,"[PLAYER] ([TEAM]) wins the ball after the corner kick and takes a shot from the edge of the box, but it's blocked by one of the defending players.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1707,corner,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will send the ball into the penalty box.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1681,,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) whips the ball in, but it's cleared to safety by one of the defending team's defenders. [TEAM] have a corner."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1624,,[PLAYER] ([TEAM]) fails to produce a decent enough free kick for a player of his ability and the only target that he finds is the wall of defenders in front of him.,"[PLAYER] ([TEAM]) whips the ball into the box from the free kick, but it's cleared."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1568,,"A player from [TEAM] takes his opponent down, the referee blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.","[REFEREE] blows the whistle, [PLAYER] ([TEAM]) is penalised for a foul. [TEAM] win a free kick and will be able to cross the ball into the box."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1519,,[PLAYER] ([TEAM]) whips a long ball in from the free kick which is intercepted by [PLAYER].,"The free kick is taken by [PLAYER] ([TEAM]), but one of the defenders intercepts the cross."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1479,y-card,[PLAYER] ([TEAM]) takes out his opponent with a horrific tackle and is relieved when the referee only shows him a yellow card.,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1438,corner,"[PLAYER] ([TEAM]) steps up to take the corner, but the ball just sails in among the defenders.","[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1418,,"sends a pass into the box, but his attempt is thwarted and cleared. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts the ball. The ball goes out of play. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1366,corner,[PLAYER] ([TEAM]) takes the corner which is cleared.,[PLAYER] ([TEAM]) quickly takes the corner kick with a short pass.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1336,,"[PLAYER] ([TEAM]) whips a promising cross into the box, but the opposition's defence intercepts the ball. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] will take a corner kick.
spain_laliga_2015-2016,2015-09-19 - 17-00 Real Madrid 1 - 0 Granada CF,2,1312,substitution,[COACH] prepares a substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
